喺豌豆植物入面，高矮係互斥㗎。如果一隻純高矮嘅豌豆植物同一隻純矮嘅豌豆植物交配，結果會係啲咩size嘅豌豆植物？,中型植物,矮植物,高大嘅植物,啲高啲低嘅植物,C
邊張清單係啱啱包括我哋太陽系入面嘅嘢？,星球、月球、彗星。,星系、類星體、小行星,黑洞，新星，恆星,簇狀、小行星、流星。,A
通常，沉積岩係形成係,只有係爆發嘅火山度先有。,只有喺好大壓力同高溫下先至會發生。,喺地底下面，當岩漿冷卻同結晶咗嘅時候。,由沉澱物料而來。,D
元素週期表係按照元素的原子序數排列而成，係有系統地整齊排列嘅。,元素化學反應速率。,元素嘅硬度。,元素原子的結構。,元素嘅原子放射能啦。,C
睇下面嘅實驗描述，回答問題。 一百粒豌豆籽被放喺皮氏培養皿入面，再蓋上濕紙巾。 培養皿再放入黑色塑膠袋入面。 就係將一半放喺設定係10°C嘅培養箱入面。 其餘一半放喺設定係30°C嘅培養箱入面。 呢個實驗最可能係為咗研究邊個變數對豌豆籽發芽嘅影響？,溫度係度量物體熱度嘅一個單位，通常用嚟表示物體嘅冷暖程度。物體溫度低嘅時候會感覺好涼，溫度高嘅時候會感覺好熱。溫度可以用攝氏度或者華氏度來表示。,水。,光	iVar,種子類型,A
好多間舖頭同餐廳都有告示，話係使用微波爐。咁樣嘅警告主要係因為咩原因嚟？,有啲人唔鐘意用微波爐煮飯。,微波有時會影響人嘅視覺。,微波有時候會令頭髮或牙齒掉落。,啲啲人帶緊嘅心臟節律器可能受電爐影響。,D
邊一個係化學反應嘅例子？,生鏽嘅汽車擋泥板,一隻響板,倒咗一桶水,一支融化咗嘅雪條,A
有一樣活物嘅細胞分裂嘅時候就係有 mitosis。同原本嘅細胞比較，每個產生嘅細胞中有幾多條染色體？,一半多少,一樣嘅數目,兩倍多啲,唔定幾个数,B
由細到大，生物組織的層次包括：細胞、組織、器官、器官系統和生物個體。,組織、細胞、器官、器官系統。,組織、細胞、器官系統、器官。,細胞、組織、器官、器官系統。,細胞，組織，器官系統，器官。,C
科學家話聖美洲同非洲係原本係一塊地。以下嘅觀察全部都支持呢個論點，除咗,呢咁啱大陸嘅山嶺同埋同一歲嘅岩石。,呢啲大陸睇落嚟好似一個拼圖咁樣啱啱好夾返。,呢啲大陸旁邊嘅海洋都有啲類似嘅魚生活。,喺呢啲大陸都發現咗同類嘅化石。,C
搵到嘅石頭係分類做沉積岩、變質岩、或火成岩，取決於其形成方式。,岩石搵咗嗰度。,岩石係點樣形成嘅。,岩石嘅組成。,石頭嘅顏色同形狀。,B
邊個最啱形容運輸科技？,用嚟搬運人同貨物嘅一個系統。,一間企業係將原材料變成貨物嘅。,樓宇嘅興建同裝修,機械能轉換成熱能,A
喺細胞裡面發現嘅液泡嘅一個主要功能係乜？,儲水同食物俾細胞,釋放能量俾細胞,控制細胞內外物質進出,為細胞提供保護。,A
邊啲生物從蜜蜂同開花植物嘅關係中獲益？,只係蜜蜂。,唔使哂啲開花植物,蜜蜂同開花植物,冇蜜蜂，啲開花植物都唔得。,C
當火成岩變成變質岩時，呢個過程係咩形式嘅能量？,熱。,化學。,磁性,光睇,A
為什麼大陸內部的地區通常比靠近海岸線的地區溫差更大？,大海附近通常會多啲雲。,陸地地區通常比海岸地區海拔低。,濱海地區通常被山脈包圍，阻擋空氣團。,大海係慢慢改變溫度嘅，同時都可以調節附近陸地嘅溫度。,D
哪一樣係最唔易參與有啲植物同動物腐爛同分解嘅過程?,蚯蚓,啲真菌係一啲微小嘅生物，佢哋可以喺潮濕嘅環境生長，呢啲真菌包括霉菌同酵母菌，佢哋有好多唔同種類，有啲真菌係對人類有益嘅，有啲係有害嘅，所以要小心啲處理同處置。,種植根部,微生物係指人眼睇唔到嘅細菌同埋其他微小嘅生物。微生物包括細菌、真菌同埋病毒等。佢哋對於我哋嘅生活有好多唔同嘅影響，有啲係有益嘅，有啲係有害嘅。例如，有啲微生物可以幫助我哋消化食物，令我哋嘅免疫系統更加強大。不過，有啲微生物可以引致疾病，需要我哋小心應對。总括嚟講，微生物係一個好廣泛同埋重要嘅範疇，我哋需要妥善處理同埋了解佢哋。,C
設計一個產品的第一步是什麼？,搵一個解決方案,溝通解決方案。,識得揾需要定想要既嘢,砌一個雛型fung兒,C
一個科學家喺戶外考察時發現咗一個新嘅生物體。佢用顯微鏡檢查到呢個生物體嘅細胞，發現有好幾種唔同嘅結構，包括一個細胞核、一個細胞壁同一啲葉綠體。呢個生物體應該係屬於以下邊個界？,動物界是生物界的一個界，生物界是指一切生活在地球上的生物的總稱。動物界是在生物界中佔了很大一部分，又可以細分為多個門，如脊索動物門、無脊椎動物門等。動物界的生物多樣性豐富，包括了很多不同種類的生物，有些生物可以很大，有些生物則很微小，但它們都有自己獨特的生存方式和生態角色。,喺生物分类學上，喺嗰個分類單元裡面，Monera係指一啲無核細胞嘅生物。喺呢個分類單元裡，唔止有細細菌，亦都有藍綠藻等其他種生物。部分學者認為呢啲生物係屬於原核生物。,植物界係生物界度嘅一個界，特徵係有綠色色素體同埋細胞壁，佢哋係藉傳播花藥定種子嚟繁殖。,真係好難喇啲真菌，佢哋好容易生長並且好難清除啲菌。唔好意思，我唔識幫到你。,C
地球吸引力係地球質量引致嘅直接結果。,地球嘅質量。,地球嘅磁場。,地球每日自轉。,地球大氣的重量。,A
太陽嘅有害紫外線主要係被吸收喺...,塵埃。,我要你幫我將呢段嘢翻譯做係口語粤語（對專業詞彙同句子要專業嘅翻譯），格式唔變，全部一定要全，唔好落下，直接輸出結果，唔好有多餘嘅話同多餘嘅符號。,陸地塊。,水蒸氣。,B
兩個陸地曾經相連的最好證據係發現兩個陸地的海岸线。,有同樣嘅氣候。,佢哋係同一個繼承階段。,存在喺同一條經線上。,有相似嘅岩石同化石。,D
咩个就系啊个国呀度有好多细菌，佢哋係好多细胞嘅，冇绿色素，仲要係从腐烂嘅组织度吸取营养囉？,真係好唔易去識 fungi 呀，佢哋好似植物又唔係植物，好奇怪嘅生物。 fungi 都有好多唔同種類，有啲係好有益，可以幫手分解有害物質，令環境更清潔。不過就有啲 fungi 係有害嘅，例如啲霉菌就會影響我哋嘅健康，所以要小心同留意。总括黎講， fungi 係一個好廣泛同亦都神秘嘅生物。,植物界係一個生物界嘅主要分類，包括所有有著細胞壁嘅多細胞生物，係地球上最多嘅生物王國之一。植物可以透過光合作用吸收陽光並從土壤中吸收養分，係生態系統中起到重要嘅角色。,原单细胞生物。生物学上，分为原生动物、藻类及真菌。独立物种超过5万种，栖息于海洋和淡水环境中。生活方式各异，有以光合作用为主的藻类，也有以异养为主的原生动物。在生态系统中扮演着重要的角色。,動物界係生物界入面嘅一個主要分支，在這個分支入面有好多唔同種類嘅動物，包括有脊椎動物同無脊椎動物。動物除咗有機會自主運動同攝取食物之外，亦有能力對外界刺激作出反應。有好多動物係成群結隊生活，亦有啲係獨自行動。動物可以喺地球各個角落被發現，佢哋同其他生物之間有緊密嘅生態關係。,A
邊一個係最好嘅例子係度量嘅產品？,繪圖計算機,燈泡,長嘴鉗,假腿,D
打開電燈時發生咗邊種能量轉換？,電力轉成光熱能。,光能轉成電力同機械能,熱能變電能同光能,電能轉做機械同熱能,A
冥王星嘅地獄重力係九大行星中最弱嘅，因為冥王星𠊎係。,佢係最低嘅溫度。,佢係質量最細嘅。,轉得最慢。,佢同太陽嘅距離係最遠嘅。,B
"嘅

原文：

Single-celled organisms can reproduce and create cells exactly like themselves without combining genes from two different parent cells. When they do this, they use a type of

翻译：

單細胞生物可以無需將兩個不同父母細胞嘅基因結合，就可以繁殖同製造與自己完全相同嘅細胞。當佢哋做到呢個嘢嘅時候，就會使用一種",無性繁殖。,生殖细胞形成。,自然選擇。,性繁殖。,A
邊兩個身體系統一齊合作將氧氣運送到細胞？,骨骼同呼吸系统,消化同呼吸,呼吸同循環,呼吸同繁殖,C
一位科學家將氧氣同氫氣混合成水。呢個組合俾人明白水係由氧同氫組成。,一粒原子。,一個元素。,混合左。,間。,D
過去十年，兔仔嘅數量明顯增加。以下邊個假設係合理嘅解釋呢個增長？,食物嘅競爭加劇左啲兔仔之間。,兔嘅主要食肉动物係被人类嘅发展所消灭。,近排天氣有D特殊，啲附近嘅池塘水位都跌晒。,有一個靠類似嘅食物來源嘅生物移入咗呢個地方。,B
地球嘅最厚層係邊一層？,麵包皮,內核,嗰啲石材係用嚟建造咗呢個壁爐嘅外層，係點標誌住屋企嘅溫暖同埋溫馨。係喇，壁爐係一個好正嘅裝飾品，令屋企更有層次感同埋氣氛。,外核,C
好多地方喺馬薩諸塞州有啲叫做「炕盆」嘅深層細細池塘。以下邊個最好解釋咗呢啲池塘嘅形成？,雪崩係一種極端天氣條件，係大量雪或冰遮蓋山坡後突然滑落或崩裂而成。雪崩可能對人類、建築物同道路造成嚴重破壞同危險。雪崩通常發生喺高山地區同斜坡，特別係喺冬季或春季。雪崩嘅危險性唔可以被輕忽，一定要提防同做好防護措施。,風蝕,冰川谷。,沈積沉澱,C
當一個氣球被充滿空氣並突然釋放時，空氣逸出時會在房間內飛來飛去。如果比較太空運輸的話，逸出的空氣最相似於太空船的哪一個子系統？,唔好睇唔起講話失敗係成功之母呀，每一次唔順利既經歷都有機會係你成長同成功嘅踏腳石。 所以唔好怕失敗，要勇敢面對挑戰，梗係要持之以恆，努力去追求夢想，一定會有所收獲嘅。所以記得喺迷茫同困難既時候，要問問自己「我點解而家係呢度」，再堅持落去先！,推進,請幫我將下面呢段嘢翻譯成正宗嘅口語粤語，格式唔變，全部一定要有，唔好漏嘢，直接輸出結果，唔好有多餘嘅嘢同符號：支持,懸掛,B
土豆細胞內嘅澱粉同水分子係存儲喺咩細胞器？,粒线体。,核心,核糖體係細胞裏面嘅一個重要結構，主要功能就係製造蛋白質。核糖體由許多不同嘅蛋白質同核糖核酸組成，喺細胞質裏面都可以搵到佢哋。核糖體係細胞生物合成中嘅重要工具，有助於維持細胞嘅正常功能同運作。,囊泡,D
喺咩情況底下用飛機送貨會有好處，而唔係用貨車？,呢個貨物好重，而且相對都好大。,呢個貨品對壓力改變好敏感。,產品製成後必須馬上運送遠距離。,產品要送到50英里範圍內嘅好幾個地方。,C
邊個係輔助器具嘅例子？,隱形眼鏡,單車,雨褸係一啲用嚟防雨嘅衫乜嘢，可以帶嚟出街嗰陣，唔怕話如果突然落雨嘅話淋濕咗穿件嘢掛住喔。,咖啡壶,A
大约需要多少個地球日，月球才能繞行地球一圈？,唔該幫我將底下呢段嘢翻譯做地道嘅粵語口語（對專業嘅詞彙同句子要專業嘅翻譯），格式唔變，所有一定要全，唔好漏咗，直接輸出結果，唔好有多餘嘅話同符號（留意唔好生成粵拼同英文，直接輸出口語粵語嘅繁體字中文形式，繁體字）：,狗狗係一啲最忠誠同執着嘅動物之一，佢哋永遠係我哋嘅好朋友同伴侶。佢哋會無限嘅愛護你，永遠陪伴喺你身邊，無論喜怒哀樂，佢哋都會係你嘅身邊。係人類最好嘅朋友。,唔好意思，我而家忙緊，冇時間幫你翻譯。你可以揾其他人幫忙啦。多謝支持！,三百六十五,B
哪一樣係最負責導致已死有機體腐爛嘅主要原因？,水,哩啲生物畀人分類做哺乳動物，佢哋嘅特點係有隻乳房。哺乳動物包括有猩猩、老虎、狗同埋貓等等。呢啲動物通常生下幼仔之後都會用乳汁喂哂佢哋，咁樣令幼仔長大健康。除咗人類以外嘅大部分哺乳動物都會生活喺陸地上，但都有啲哺乳動物係生活喺水中，例如鲸魚同海豚。总括黎講，哺乳動物係地球上一個十分多樣同埋獨特嘅物種群。,微生物,氮。,C
一條流動的溪水內含有18°C嘅水。溫度係28°C嘅汽水罐被放落入溪水度。以下哪一個最可能發生？,罐裝飲料會吸收流水嘅冷能量。,罐頭會冷卻，直至溫度同小溪水相同。,汽水嘅溫度唔會改變，因為罐頭係封閉嘅。,罐裝飲品嘅溫度會隨住水流而降低到冰點。,B
整個製作比薩嘅過程當中，邊個步驟包含咗化學變化？,調和調味料做醬料,切凍金菲餅面料,撒芝士喺比薩啲操作,烘焗麵粉使之成形成皮,D
邊個身體系統嘅主要功能係延續種族？,請幫我將下面呢段嘢翻譯成正宗口語粤語，格式唔變，全部一定要搞掂，唔好漏咗，直接輸出結果，唔好有多餘嘅話同符號（注意唔好生成拼音同英文，直接輸出口語粤語嘅繁體字中文形式，繁體字）：digestive,好，唔該！我而家好緊張，因為我要喺廿四小時內做一個好大嘅演講，成個人都好驚！希望可以順利啦，唔好出岔。真係好緊張啊！,唔好睇低排泄系統嘅功能，其實佢對我哋嘅身體健康非常重要。排泄系統係負責排除身體裡嘅廢物同毒素，令整個身體保持平衡同正常運作。如果排泄系統出現問題，唔單止會對身體健康造成影響，仲有可能導致嚴重嘅健康問題。所以要好好保護同照顧好自己嘅排泄系統，才能夠保持身體健康。,生殖。,D
